trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
4_I13-001_2015I13_1_1_4__1___,06:08:10,06:08:10,par_4_262,1,,,,
4_I13-001_2015I13_1_1_4__1___,06:10:17,06:10:17,par_4_261,2,,,,
4_I13-001_2015I13_1_1_4__1___,06:13:19,06:13:19,par_4_1,3,,,,
4_I13-001_2015I13_1_1_4__1___,06:14:40,06:14:40,par_4_2,4,,,,
4_I13-001_2015I13_1_1_4__1___,06:16:07,06:16:07,par_4_3,5,,,,
4_I13-001_2015I13_1_1_4__1___,06:18:07,06:18:07,par_4_4,6,,,,
4_I13-001_2015I13_1_1_4__1___,06:19:32,06:19:32,par_4_5,7,,,,
4_I13-001_2015I13_1_1_4__1___,06:20:40,06:20:40,par_4_6,8,,,,
4_I13-001_2015I13_1_1_4__1___,06:22:01,06:22:01,par_4_7,9,,,,
4_I13-001_2015I13_1_1_4__1___,06:23:58,06:23:58,par_4_8,10,,,,
4_I13-001_2015I13_1_1_4__1___,06:25:49,06:25:49,par_4_9,11,,,,
4_I13-001_2015I13_1_1_4__1___,06:27:04,06:27:04,par_4_10,12,,,,
4_I13-001_2015I13_1_1_4__1___,06:28:53,06:28:53,par_4_11,13,,,,
4_I13-001_2015I13_1_1_4__1___,06:29:44,06:29:44,par_4_12,14,,,,
4_I13-001_2015I13_1_1_4__1___,06:31:30,06:31:30,par_4_13,15,,,,
4_I13-001_2015I13_1_1_4__1___,06:32:47,06:32:47,par_4_14,16,,,,
4_I13-001_2015I13_1_1_4__1___,06:34:34,06:34:34,par_4_15,17,,,,
4_I13-001_2015I13_1_1_4__1___,06:35:22,06:35:22,par_4_16,18,,,,
4_I13-001_2015I13_1_1_4__1___,06:37:13,06:37:13,par_4_17,19,,,,
4_I13-001_2015I13_1_1_4__1___,06:38:38,06:38:38,par_4_18,20,,,,
4_I13-001_2015I13_1_1_4__1___,06:40:29,06:40:29,par_4_19,21,,,,
4_I13-001_2015I13_1_1_4__1___,06:41:43,06:41:43,par_4_20,22,,,,
4_I13-001_2015I13_1_1_4__1___,06:43:14,06:43:14,par_4_21,23,,,,
4_I13-001_2015I13_1_1_4__1___,06:44:42,06:44:42,par_4_22,24,,,,
4_I13-001_2015I13_1_1_4__1___,06:46:25,06:46:25,par_4_23,25,,,,
4_I13-001_2015I13_1_1_4__1___,06:48:05,06:48:05,par_4_24,26,,,,
4_I13-001_2015I13_1_1_4__1___,06:51:34,06:51:34,par_4_25,27,,,,
4_I13-001_2015I13_1_1_4__1___,06:52:53,06:52:53,par_4_26,28,,,,
4_I13-001_2015I13_1_1_4__1___,06:54:59,06:54:59,par_4_27,29,,,,
4_I13-001_2015I13_1_1_4__1___,06:56:46,06:56:46,par_4_293,30,,,,
4_I13-001_2015I13_1_1_4__1___,07:00:20,07:00:20,par_4_294,31,,,,
4_I13-001_2015I13_1_1_4__1___,07:02:02,07:02:02,par_4_295,32,,,,
4_I13-001_2015I13_2_1_4__1___,06:05:00,06:05:00,par_4_295,0,,,,
4_I13-001_2015I13_2_1_4__1___,06:06:42,06:06:42,par_4_294,1,,,,
4_I13-001_2015I13_2_1_4__1___,06:10:17,06:10:17,par_4_293,2,,,,
4_I13-001_2015I13_2_1_4__1___,06:12:04,06:12:04,par_4_27,3,,,,
4_I13-001_2015I13_2_1_4__1___,06:14:09,06:14:09,par_4_26,4,,,,
4_I13-001_2015I13_2_1_4__1___,06:15:29,06:15:29,par_4_25,5,,,,
4_I13-001_2015I13_2_1_4__1___,06:18:58,06:18:58,par_4_24,6,,,,
4_I13-001_2015I13_2_1_4__1___,06:20:37,06:20:37,par_4_23,7,,,,
4_I13-001_2015I13_2_1_4__1___,06:22:20,06:22:20,par_4_22,8,,,,
4_I13-001_2015I13_2_1_4__1___,06:23:49,06:23:49,par_4_21,9,,,,
4_I13-001_2015I13_2_1_4__1___,06:25:19,06:25:19,par_4_20,10,,,,
4_I13-001_2015I13_2_1_4__1___,06:26:33,06:26:33,par_4_19,11,,,,
4_I13-001_2015I13_2_1_4__1___,06:28:25,06:28:25,par_4_18,12,,,,
4_I13-001_2015I13_2_1_4__1___,06:29:49,06:29:49,par_4_17,13,,,,
4_I13-001_2015I13_2_1_4__1___,06:31:40,06:31:40,par_4_16,14,,,,
4_I13-001_2015I13_2_1_4__1___,06:32:29,06:32:29,par_4_15,15,,,,
4_I13-001_2015I13_2_1_4__1___,06:34:16,06:34:16,par_4_14,16,,,,
4_I13-001_2015I13_2_1_4__1___,06:35:32,06:35:32,par_4_13,17,,,,
4_I13-001_2015I13_2_1_4__1___,06:37:19,06:37:19,par_4_12,18,,,,
4_I13-001_2015I13_2_1_4__1___,06:38:10,06:38:10,par_4_11,19,,,,
4_I13-001_2015I13_2_1_4__1___,06:39:59,06:39:59,par_4_10,20,,,,
4_I13-001_2015I13_2_1_4__1___,06:41:14,06:41:14,par_4_9,21,,,,
4_I13-001_2015I13_2_1_4__1___,06:43:05,06:43:05,par_4_8,22,,,,
4_I13-001_2015I13_2_1_4__1___,06:45:01,06:45:01,par_4_7,23,,,,
4_I13-001_2015I13_2_1_4__1___,06:46:22,06:46:22,par_4_6,24,,,,
4_I13-001_2015I13_2_1_4__1___,06:47:31,06:47:31,par_4_5,25,,,,
4_I13-001_2015I13_2_1_4__1___,06:48:55,06:48:55,par_4_4,26,,,,
4_I13-001_2015I13_2_1_4__1___,06:50:55,06:50:55,par_4_3,27,,,,
4_I13-001_2015I13_2_1_4__1___,06:52:23,06:52:23,par_4_2,28,,,,
4_I13-001_2015I13_2_1_4__1___,06:53:44,06:53:44,par_4_1,29,,,,
4_I13-001_2015I13_2_1_4__1___,06:56:46,06:56:46,par_4_261,30,,,,
4_I13-001_2015I13_2_1_4__1___,06:58:52,06:58:52,par_4_262,31,,,,
4_I13-001_2015I13_2_1_4__1___,07:02:02,07:02:02,par_4_263,32,,,,
4_I14-001_2015I14_1_1_4__1___,06:05:00,06:05:00,par_4_263,0,,,,
4_I14-001_2015I14_1_1_4__1___,06:08:10,06:08:10,par_4_262,1,,,,
4_I14-001_2015I14_1_1_4__1___,06:10:17,06:10:17,par_4_261,2,,,,
4_I14-001_2015I14_1_1_4__1___,06:13:19,06:13:19,par_4_1,3,,,,
4_I14-001_2015I14_1_1_4__1___,06:14:40,06:14:40,par_4_2,4,,,,
4_I14-001_2015I14_1_1_4__1___,06:16:07,06:16:07,par_4_3,5,,,,
4_I14-001_2015I14_1_1_4__1___,06:18:07,06:18:07,par_4_4,6,,,,
4_I14-001_2015I14_1_1_4__1___,06:19:32,06:19:32,par_4_5,7,,,,
4_I14-001_2015I14_1_1_4__1___,06:20:40,06:20:40,par_4_6,8,,,,
4_I14-001_2015I14_1_1_4__1___,06:22:01,06:22:01,par_4_7,9,,,,
4_I14-001_2015I14_1_1_4__1___,06:23:58,06:23:58,par_4_8,10,,,,
4_I14-001_2015I14_1_1_4__1___,06:25:49,06:25:49,par_4_9,11,,,,
4_I14-001_2015I14_1_1_4__1___,06:27:04,06:27:04,par_4_10,12,,,,
4_I14-001_2015I14_1_1_4__1___,06:28:53,06:28:53,par_4_11,13,,,,
4_I14-001_2015I14_1_1_4__1___,06:29:44,06:29:44,par_4_12,14,,,,
4_I14-001_2015I14_1_1_4__1___,06:31:30,06:31:30,par_4_13,15,,,,
4_I14-001_2015I14_1_1_4__1___,06:32:47,06:32:47,par_4_14,16,,,,
4_I14-001_2015I14_1_1_4__1___,06:34:34,06:34:34,par_4_15,17,,,,
4_I14-001_2015I14_1_1_4__1___,06:35:22,06:35:22,par_4_16,18,,,,
4_I14-001_2015I14_1_1_4__1___,06:37:13,06:37:13,par_4_17,19,,,,
4_I14-001_2015I14_1_1_4__1___,06:38:38,06:38:38,par_4_18,20,,,,
4_I14-001_2015I14_1_1_4__1___,06:40:29,06:40:29,par_4_19,21,,,,
4_I14-001_2015I14_1_1_4__1___,06:41:43,06:41:43,par_4_20,22,,,,
4_I14-001_2015I14_1_1_4__1___,06:43:14,06:43:14,par_4_21,23,,,,
4_I14-001_2015I14_1_1_4__1___,06:44:42,06:44:42,par_4_22,24,,,,
4_I14-001_2015I14_1_1_4__1___,06:46:25,06:46:25,par_4_23,25,,,,
4_I14-001_2015I14_1_1_4__1___,06:48:05,06:48:05,par_4_24,26,,,,
4_I14-001_2015I14_1_1_4__1___,06:51:34,06:51:34,par_4_25,27,,,,
4_I14-001_2015I14_1_1_4__1___,06:52:53,06:52:53,par_4_26,28,,,,
4_I14-001_2015I14_1_1_4__1___,06:54:59,06:54:59,par_4_27,29,,,,
4_I14-001_2015I14_1_1_4__1___,06:56:46,06:56:46,par_4_293,30,,,,
4_I14-001_2015I14_1_1_4__1___,07:00:20,07:00:20,par_4_294,31,,,,
4_I14-001_2015I14_1_1_4__1___,07:02:02,07:02:02,par_4_295,32,,,,
4_I14-001_2015I14_2_1_4__1___,06:05:00,06:05:00,par_4_295,0,,,,
4_I14-001_2015I14_2_1_4__1___,06:06:42,06:06:42,par_4_294,1,,,,
4_I14-001_2015I14_2_1_4__1___,06:10:17,06:10:17,par_4_293,2,,,,
4_I14-001_2015I14_2_1_4__1___,06:12:04,06:12:04,par_4_27,3,,,,
4_I14-001_2015I14_2_1_4__1___,06:14:09,06:14:09,par_4_26,4,,,,
4_I14-001_2015I14_2_1_4__1___,06:15:29,06:15:29,par_4_25,5,,,,
4_I14-001_2015I14_2_1_4__1___,06:18:58,06:18:58,par_4_24,6,,,,
4_I14-001_2015I14_2_1_4__1___,06:20:37,06:20:37,par_4_23,7,,,,
4_I14-001_2015I14_2_1_4__1___,06:22:20,06:22:20,par_4_22,8,,,,
4_I14-001_2015I14_2_1_4__1___,06:23:49,06:23:49,par_4_21,9,,,,
4_I14-001_2015I14_2_1_4__1___,06:25:19,06:25:19,par_4_20,10,,,,
4_I14-001_2015I14_2_1_4__1___,06:26:33,06:26:33,par_4_19,11,,,,
4_I14-001_2015I14_2_1_4__1___,06:28:25,06:28:25,par_4_18,12,,,,
4_I14-001_2015I14_2_1_4__1___,06:29:49,06:29:49,par_4_17,13,,,,
4_I14-001_2015I14_2_1_4__1___,06:31:40,06:31:40,par_4_16,14,,,,
4_I14-001_2015I14_2_1_4__1___,06:32:29,06:32:29,par_4_15,15,,,,
4_I14-001_2015I14_2_1_4__1___,06:34:16,06:34:16,par_4_14,16,,,,
4_I14-001_2015I14_2_1_4__1___,06:35:32,06:35:32,par_4_13,17,,,,
4_I14-001_2015I14_2_1_4__1___,06:37:19,06:37:19,par_4_12,18,,,,
4_I14-001_2015I14_2_1_4__1___,06:38:10,06:38:10,par_4_11,19,,,,
4_I14-001_2015I14_2_1_4__1___,06:39:59,06:39:59,par_4_10,20,,,,
4_I14-001_2015I14_2_1_4__1___,06:41:14,06:41:14,par_4_9,21,,,,
4_I14-001_2015I14_2_1_4__1___,06:43:05,06:43:05,par_4_8,22,,,,
4_I14-001_2015I14_2_1_4__1___,06:45:01,06:45:01,par_4_7,23,,,,
4_I14-001_2015I14_2_1_4__1___,06:46:22,06:46:22,par_4_6,24,,,,
4_I14-001_2015I14_2_1_4__1___,06:47:31,06:47:31,par_4_5,25,,,,
4_I14-001_2015I14_2_1_4__1___,06:48:55,06:48:55,par_4_4,26,,,,
4_I14-001_2015I14_2_1_4__1___,06:50:55,06:50:55,par_4_3,27,,,,
4_I14-001_2015I14_2_1_4__1___,06:52:23,06:52:23,par_4_2,28,,,,
4_I14-001_2015I14_2_1_4__1___,06:53:44,06:53:44,par_4_1,29,,,,
4_I14-001_2015I14_2_1_4__1___,06:56:46,06:56:46,par_4_261,30,,,,
4_I14-001_2015I14_2_1_4__1___,06:58:52,06:58:52,par_4_262,31,,,,
4_I14-001_2015I14_2_1_4__1___,07:02:02,07:02:02,par_4_263,32,,,,
4_I15-001_2015I15_1_1_4__1___,06:05:00,06:05:00,par_4_263,0,,,,
4_I15-001_2015I15_1_1_4__1___,06:08:10,06:08:10,par_4_262,1,,,,
4_I15-001_2015I15_1_1_4__1___,06:10:17,06:10:17,par_4_261,2,,,,
4_I15-001_2015I15_1_1_4__1___,06:13:19,06:13:19,par_4_1,3,,,,
4_I15-001_2015I15_1_1_4__1___,06:14:40,06:14:40,par_4_2,4,,,,
4_I15-001_2015I15_1_1_4__1___,06:16:07,06:16:07,par_4_3,5,,,,
4_I15-001_2015I15_1_1_4__1___,06:18:07,06:18:07,par_4_4,6,,,,
4_I15-001_2015I15_1_1_4__1___,06:19:32,06:19:32,par_4_5,7,,,,
4_I15-001_2015I15_1_1_4__1___,06:20:40,06:20:40,par_4_6,8,,,,
4_I15-001_2015I15_1_1_4__1___,06:22:01,06:22:01,par_4_7,9,,,,
4_I15-001_2015I15_1_1_4__1___,06:23:58,06:23:58,par_4_8,10,,,,
4_I15-001_2015I15_1_1_4__1___,06:25:49,06:25:49,par_4_9,11,,,,
4_I15-001_2015I15_1_1_4__1___,06:27:04,06:27:04,par_4_10,12,,,,
4_I15-001_2015I15_1_1_4__1___,06:28:53,06:28:53,par_4_11,13,,,,
4_I15-001_2015I15_1_1_4__1___,06:29:44,06:29:44,par_4_12,14,,,,
4_I15-001_2015I15_1_1_4__1___,06:31:30,06:31:30,par_4_13,15,,,,
4_I15-001_2015I15_1_1_4__1___,06:32:47,06:32:47,par_4_14,16,,,,
4_I15-001_2015I15_1_1_4__1___,06:34:34,06:34:34,par_4_15,17,,,,
4_I15-001_2015I15_1_1_4__1___,06:35:22,06:35:22,par_4_16,18,,,,
4_I15-001_2015I15_1_1_4__1___,06:37:13,06:37:13,par_4_17,19,,,,
4_I15-001_2015I15_1_1_4__1___,06:38:38,06:38:38,par_4_18,20,,,,
4_I15-001_2015I15_1_1_4__1___,06:40:29,06:40:29,par_4_19,21,,,,
4_I15-001_2015I15_1_1_4__1___,06:41:43,06:41:43,par_4_20,22,,,,
4_I15-001_2015I15_1_1_4__1___,06:43:14,06:43:14,par_4_21,23,,,,
4_I15-001_2015I15_1_1_4__1___,06:44:42,06:44:42,par_4_22,24,,,,
4_I15-001_2015I15_1_1_4__1___,06:46:25,06:46:25,par_4_23,25,,,,
4_I15-001_2015I15_1_1_4__1___,06:48:05,06:48:05,par_4_24,26,,,,
4_I15-001_2015I15_1_1_4__1___,06:51:34,06:51:34,par_4_25,27,,,,
4_I15-001_2015I15_1_1_4__1___,06:52:53,06:52:53,par_4_26,28,,,,
4_I15-001_2015I15_1_1_4__1___,06:54:59,06:54:59,par_4_27,29,,,,
4_I15-001_2015I15_1_1_4__1___,06:56:46,06:56:46,par_4_293,30,,,,
4_I15-001_2015I15_1_1_4__1___,07:00:20,07:00:20,par_4_294,31,,,,
4_I15-001_2015I15_1_1_4__1___,07:02:02,07:02:02,par_4_295,32,,,,
4_I15-001_2015I15_2_1_4__1___,06:05:00,06:05:00,par_4_295,0,,,,
4_I15-001_2015I15_2_1_4__1___,06:06:42,06:06:42,par_4_294,1,,,,
4_I15-001_2015I15_2_1_4__1___,06:10:17,06:10:17,par_4_293,2,,,,
4_I15-001_2015I15_2_1_4__1___,06:12:04,06:12:04,par_4_27,3,,,,
4_I15-001_2015I15_2_1_4__1___,06:14:09,06:14:09,par_4_26,4,,,,
4_I15-001_2015I15_2_1_4__1___,06:15:29,06:15:29,par_4_25,5,,,,
4_I15-001_2015I15_2_1_4__1___,06:18:58,06:18:58,par_4_24,6,,,,
4_I15-001_2015I15_2_1_4__1___,06:20:37,06:20:37,par_4_23,7,,,,
4_I15-001_2015I15_2_1_4__1___,06:22:20,06:22:20,par_4_22,8,,,,
4_I15-001_2015I15_2_1_4__1___,06:23:49,06:23:49,par_4_21,9,,,,
4_I15-001_2015I15_2_1_4__1___,06:25:19,06:25:19,par_4_20,10,,,,
4_I15-001_2015I15_2_1_4__1___,06:26:33,06:26:33,par_4_19,11,,,,
4_I15-001_2015I15_2_1_4__1___,06:28:25,06:28:25,par_4_18,12,,,,
4_I15-001_2015I15_2_1_4__1___,06:29:49,06:29:49,par_4_17,13,,,,
4_I15-001_2015I15_2_1_4__1___,06:31:40,06:31:40,par_4_16,14,,,,
4_I15-001_2015I15_2_1_4__1___,06:32:29,06:32:29,par_4_15,15,,,,
4_I15-001_2015I15_2_1_4__1___,06:34:16,06:34:16,par_4_14,16,,,,
4_I15-001_2015I15_2_1_4__1___,06:35:32,06:35:32,par_4_13,17,,,,
4_I15-001_2015I15_2_1_4__1___,06:37:19,06:37:19,par_4_12,18,,,,
4_I15-001_2015I15_2_1_4__1___,06:38:10,06:38:10,par_4_11,19,,,,
4_I15-001_2015I15_2_1_4__1___,06:39:59,06:39:59,par_4_10,20,,,,
4_I15-001_2015I15_2_1_4__1___,06:41:14,06:41:14,par_4_9,21,,,,
4_I15-001_2015I15_2_1_4__1___,06:43:05,06:43:05,par_4_8,22,,,,
4_I15-001_2015I15_2_1_4__1___,06:45:01,06:45:01,par_4_7,23,,,,
4_I15-001_2015I15_2_1_4__1___,06:46:22,06:46:22,par_4_6,24,,,,
4_I15-001_2015I15_2_1_4__1___,06:47:31,06:47:31,par_4_5,25,,,,
4_I15-001_2015I15_2_1_4__1___,06:48:55,06:48:55,par_4_4,26,,,,
4_I15-001_2015I15_2_1_4__1___,06:50:55,06:50:55,par_4_3,27,,,,
4_I15-001_2015I15_2_1_4__1___,06:52:23,06:52:23,par_4_2,28,,,,
4_I15-001_2015I15_2_1_4__1___,06:53:44,06:53:44,par_4_1,29,,,,
4_I15-001_2015I15_2_1_4__1___,06:56:46,06:56:46,par_4_261,30,,,,
4_I15-001_2015I15_2_1_4__1___,06:58:52,06:58:52,par_4_262,31,,,,
4_I15-001_2015I15_2_1_4__1___,07:02:02,07:02:02,par_4_263,32,,,,
4_I12-002_2015I12_1_1_4__2___,01:00:00,01:00:00,par_4_325,0,,,,
4_I12-002_2015I12_1_1_4__2___,01:02:09,01:02:09,par_4_324,1,,,,
4_I12-002_2015I12_1_1_4__2___,01:04:51,01:04:51,par_4_323,2,,,,
4_I12-002_2015I12_1_1_4__2___,01:08:23,01:08:23,par_4_322,3,,,,
4_I12-002_2015I12_1_1_4__2___,01:11:07,01:11:07,par_4_260,4,,,,
4_I12-002_2015I12_1_1_4__2___,01:14:38,01:14:38,par_4_28,5,,,,
4_I12-002_2015I12_1_1_4__2___,01:16:10,01:16:10,par_4_29,6,,,,
4_I12-002_2015I12_1_1_4__2___,01:17:44,01:17:44,par_4_30,7,,,,
4_I12-002_2015I12_1_1_4__2___,01:18:46,01:18:46,par_4_31,8,,,,
4_I12-002_2015I12_1_1_4__2___,01:20:06,01:20:06,par_4_32,9,,,,
4_I12-002_2015I12_1_1_4__2___,01:21:57,01:21:57,par_4_33,10,,,,
4_I12-002_2015I12_1_1_4__2___,01:23:05,01:23:05,par_4_34,11,,,,
4_I12-002_2015I12_1_1_4__2___,01:23:56,01:23:56,par_4_35,12,,,,
4_I12-002_2015I12_1_1_4__2___,01:25:09,01:25:09,par_4_36,13,,,,
4_I12-002_2015I12_1_1_4__2___,01:26:13,01:26:13,par_4_37,14,,,,
4_I12-002_2015I12_1_1_4__2___,01:27:14,01:27:14,par_4_38,15,,,,
4_I12-002_2015I12_1_1_4__2___,01:28:47,01:28:47,par_4_39,16,,,,
4_I12-002_2015I12_1_1_4__2___,01:29:29,01:29:29,par_4_40,17,,,,
4_I12-002_2015I12_1_1_4__2___,01:31:14,01:31:14,par_4_41,18,,,,
4_I12-002_2015I12_1_1_4__2___,01:33:07,01:33:07,par_4_42,19,,,,
4_I12-002_2015I12_2_1_4__2___,01:00:00,01:00:00,par_4_42,0,,,,
4_I12-002_2015I12_2_1_4__2___,01:01:52,01:01:52,par_4_41,1,,,,
4_I12-002_2015I12_2_1_4__2___,01:03:38,01:03:38,par_4_40,2,,,,
4_I12-002_2015I12_2_1_4__2___,01:04:20,01:04:20,par_4_39,3,,,,
4_I12-002_2015I12_2_1_4__2___,01:05:53,01:05:53,par_4_38,4,,,,
4_I12-002_2015I12_2_1_4__2___,01:06:53,01:06:53,par_4_37,5,,,,
4_I12-002_2015I12_2_1_4__2___,01:07:58,01:07:58,par_4_36,6,,,,
4_I12-002_2015I12_2_1_4__2___,01:09:11,01:09:11,par_4_35,7,,,,
4_I12-002_2015I12_2_1_4__2___,01:10:02,01:10:02,par_4_34,8,,,,
4_I12-002_2015I12_2_1_4__2___,01:11:10,01:11:10,par_4_33,9,,,,
4_I12-002_2015I12_2_1_4__2___,01:13:01,01:13:01,par_4_32,10,,,,
4_I12-002_2015I12_2_1_4__2___,01:14:20,01:14:20,par_4_31,11,,,,
4_I12-002_2015I12_2_1_4__2___,01:15:23,01:15:23,par_4_30,12,,,,
4_I12-002_2015I12_2_1_4__2___,01:16:56,01:16:56,par_4_29,13,,,,
4_I12-002_2015I12_2_1_4__2___,01:18:29,01:18:29,par_4_28,14,,,,
4_I12-002_2015I12_2_1_4__2___,01:21:59,01:21:59,par_4_260,15,,,,
4_I12-002_2015I12_2_1_4__2___,01:24:43,01:24:43,par_4_322,16,,,,
4_I12-002_2015I12_2_1_4__2___,01:28:16,01:28:16,par_4_323,17,,,,
4_I12-002_2015I12_2_1_4__2___,01:30:58,01:30:58,par_4_324,18,,,,
4_I12-002_2015I12_2_1_4__2___,01:33:07,01:33:07,par_4_325,19,,,,
4_I13-002_2015I13_1_1_4__2___,06:05:00,06:05:00,par_4_325,0,,,,
4_I13-002_2015I13_1_1_4__2___,06:07:09,06:07:09,par_4_324,1,,,,
4_I13-002_2015I13_1_1_4__2___,06:09:51,06:09:51,par_4_323,2,,,,
4_I13-002_2015I13_1_1_4__2___,06:13:23,06:13:23,par_4_322,3,,,,
