Lito,Depth,BVTX,AVTX,RxoRt,CILD,RLL3,SP,RILD,RILM,DCAL,RHOB,RHOC,DPOR,CNLS,GR,MCAL,MI,MN,DT,ITT,SPOR
Limestones,4273.0000,0.0000,0.0000,-17.1065,171.9663,11.4377,-35.8998,5.8151,5.8451,7.8797,2.6022,0.1028,6.3015,15.9716,75.5813,7.8691,15.9860,10.3032,76.2592,0.0000,20.2682
Limestones,4273.5000,0.0000,0.0000,-18.5607,178.6672,10.7072,-35.5019,5.5970,5.8067,7.9039,2.6159,0.1008,5.5031,16.0851,72.2599,7.8710,13.2399,7.6787,75.7000,1.0000,19.8727
Limestones,4274.0000,0.0000,0.0000,-16.3988,182.9170,7.7804,-35.0567,5.4670,5.7073,7.9249,2.6291,0.1064,4.7298,17.4508,79.6019,7.8776,8.6248,5.2676,75.9170,0.0000,20.0261
Limestones,4274.5000,0.0000,0.0000,-12.9088,183.9470,6.2858,-34.6564,5.4363,5.6115,7.9355,2.6400,0.1118,4.0963,19.2212,86.1359,7.8815,6.4257,4.6133,76.3745,0.0000,20.3497
Limestones,4275.0000,0.0000,0.0000,-11.0364,183.9301,6.3329,-34.3914,5.4368,5.5274,7.9336,2.6429,0.1100,3.9253,20.7275,86.0458,7.8735,7.8453,5.2622,76.5247,0.0000,20.4559
Limestones,4275.5000,0.0000,1.0000,-11.6181,186.1965,7.4580,-34.3377,5.3707,5.4034,7.9280,2.6313,0.1029,4.6023,21.1174,83.3613,7.8685,9.9209,6.1403,76.3577,0.0000,20.3378
Shale,4276.0000,0.0000,0.0000,-13.0460,191.6934,8.1514,-34.5531,5.2167,5.1999,7.9166,2.6025,0.1004,6.2872,20.2577,82.0512,7.8694,11.0618,6.5035,76.2795,0.0000,20.2825
Shale,4276.5000,0.0000,0.0000,-13.5987,198.4392,7.4016,-35.0693,5.0393,4.9450,7.9287,2.5654,0.1135,8.4567,19.3254,82.9291,7.8758,9.1517,5.1445,76.6504,0.0000,20.5448
Shale,4277.0000,0.0000,0.0000,-12.9619,203.6922,6.5250,-35.8786,4.9094,4.7078,7.9756,2.5370,0.1431,10.1167,19.3379,85.4767,7.8932,6.6902,4.2832,77.5172,0.0000,21.1579
Shale,4277.5000,0.0000,0.0000,-12.0339,205.9088,6.2505,-36.9255,4.8565,4.5445,8.0184,2.5267,0.1765,10.7211,20.0175,85.7090,7.9102,5.8183,3.9721,78.6336,0.0000,21.9474
Shale,4278.0000,0.0000,0.0000,-12.1727,205.3659,6.1761,-38.1147,4.8694,4.4855,8.0432,2.5320,0.1981,10.4098,20.4052,82.8737,7.9113,5.4311,3.7478,79.6017,0.0000,22.6321
Shale,4278.5000,0.0000,0.0000,-15.2852,202.6296,6.5866,-39.3335,4.9351,4.5586,8.0732,2.5478,0.2021,9.4841,19.4435,82.6266,7.9087,6.2337,4.1104,79.9289,0.0000,22.8634
Shale,4279.0000,0.0000,0.0000,-24.3665,196.5159,6.9951,-40.4763,5.0886,4.8175,8.0831,2.5723,0.1934,8.0529,15.3279,88.0844,7.9076,6.1248,3.9329,79.0093,0.0000,22.2131
Shale,4279.5000,0.0000,0.0000,-40.1453,185.3363,7.0064,-41.4593,5.3956,5.3599,8.0433,2.6044,0.1777,6.1783,10.0904,96.1572,7.8962,5.6652,4.7329,76.3203,0.0000,20.3114
Shale,4280.0000,0.0000,0.0000,-57.6774,170.0919,12.5352,-42.2274,5.8792,6.3255,7.9372,2.6381,0.1541,4.2033,6.6717,104.6145,7.8671,18.3032,15.7361,71.8416,0.0000,17.1440
Shale,4280.5000,1.0000,0.0000,-71.6064,154.4503,37.8835,-42.7636,6.4746,7.8334,7.8368,2.6621,0.1209,2.8003,4.6634,115.7752,7.8392,55.8956,41.2559,66.3339,0.0000,13.2489
Shale,4281.0000,0.0000,0.0000,-79.8749,141.9867,70.7022,-43.0969,7.0429,9.7124,7.7705,2.6634,0.0852,2.7239,4.0494,131.6799,7.8201,80.2359,56.3404,61.2733,0.0000,9.6699
Shale,4281.5000,0.0000,0.0000,-82.4138,134.6299,78.4335,-43.2983,7.4278,10.9904,7.7499,2.6334,0.0616,4.4773,4.4989,144.3621,7.8076,74.5074,57.5462,58.4018,0.0000,7.6392
Shale,4282.0000,0.0000,0.0000,-79.5474,133.0755,73.5161,-43.4561,7.5145,10.4357,7.7418,2.5755,0.0621,7.8636,6.0667,144.6351,7.8101,76.1063,61.3427,58.9658,0.0000,8.0380
Shale,4282.5000,0.0000,0.0000,-71.2302,137.2417,51.7881,-43.6342,7.2864,8.5276,7.7196,2.5105,0.0900,11.6690,8.5044,136.5241,7.8382,68.2824,41.9525,63.0718,0.0000,10.9419
Shale,4283.0000,0.0000,0.0000,-57.3289,147.0508,18.0391,-43.8340,6.8004,6.6507,7.7416,2.4636,0.1359,14.4116,11.7933,128.2287,7.9146,28.7306,12.3356,69.6374,0.0000,15.5851
Shale,4283.5000,0.0000,0.0000,-38.9509,163.6037,5.4446,-43.9841,6.1123,5.3443,7.9544,2.4445,0.1806,15.5292,18.2958,119.8877,7.9858,5.6402,2.8216,76.9034,0.0000,20.7238
Shale,4284.0000,0.0000,0.0000,-19.9072,186.6468,4.1589,-43.9712,5.3577,4.5445,8.2731,2.4466,0.2063,15.4064,23.3186,112.5947,7.9513,2.0346,1.8680,83.1085,0.0000,25.1121
Shale,4284.5000,0.0000,0.0000,-7.0729,210.9723,4.3093,-43.6997,4.7400,4.0904,8.3866,2.4596,0.2077,14.6447,26.1737,109.7986,7.9075,1.9630,1.8188,87.0282,0.0000,27.8842
Shale,4285.0000,0.0000,0.0000,-3.9947,229.3477,4.3764,-43.1500,4.3602,3.8787,8.3608,2.4782,0.1915,13.5551,25.6470,109.4990,7.8880,2.0937,2.0311,88.2208,0.0000,28.7276
Shale,4285.5000,0.0000,0.0000,-7.1019,237.7914,4.4234,-42.3990,4.2054,3.8719,8.3398,2.5028,0.1677,12.1173,23.6759,106.7130,7.8787,2.3772,2.5922,86.9118,0.0000,27.8018
Shale,4286.0000,0.0000,0.0000,-12.9403,236.2077,4.8072,-41.5900,4.2336,4.0740,8.2998,2.5341,0.1423,10.2843,21.2079,99.4591,7.8755,3.7242,3.9816,83.7176,0.0000,25.5429
Shale,4286.5000,0.0000,0.0000,-19.6325,227.3977,6.5151,-40.8670,4.3976,4.5005,8.1620,2.5683,0.1162,8.2886,18.0147,89.4785,7.8726,8.2184,7.2178,79.4819,1.0000,22.5473
Shale,4287.0000,0.0000,0.0000,-25.2462,214.8973,9.4028,-40.3111,4.6534,5.1412,8.0535,2.5970,0.0904,6.6072,14.5995,79.1370,7.8704,13.5602,10.3942,75.1874,1.0000,19.5102
Shale,4287.5000,0.0000,0.0000,-28.1199,200.5417,11.4238,-39.9167,4.9865,5.8987,8.0336,2.6139,0.0684,5.6172,13.8691,70.5645,7.8701,14.9367,11.3651,71.7718,0.0000,17.0946
Shale,4288.0000,0.0000,0.0000,-27.6216,186.0871,12.3177,-39.6161,5.3738,6.5444,8.0338,2.6178,0.0530,5.3936,15.3196,66.2058,7.8706,16.3361,12.5982,69.8617,0.0000,15.7438
Shale,4288.5000,0.0000,0.0000,-24.2002,174.2863,12.0384,-39.3312,5.7377,6.8161,8.0339,2.6096,0.0432,5.8709,17.8239,67.5405,7.8721,17.6195,12.6623,69.6068,0.0000,15.5635
Shale,4289.0000,0.0000,0.0000,-18.9758,167.5558,10.0257,-39.0162,5.9682,6.6420,8.0374,2.5923,0.0362,6.8821,19.6346,75.8571,7.8722,13.6753,9.8380,70.7336,0.0000,16.3604
Shale,4289.5000,0.0000,0.0000,-13.5193,167.3232,7.8476,-38.6666,5.9765,6.1831,8.0421,2.5732,0.0313,8.0005,21.0466,87.5452,7.8732,8.9182,7.2273,72.7475,0.0000,17.7847
Shale,4290.0000,0.0000,0.0000,-9.4752,173.8175,6.6236,-38.3018,5.7532,5.6434,8.0428,2.5613,0.0301,8.6954,22.0404,94.5351,7.8828,7.5864,6.1484,75.1265,0.0000,19.4671
Shale,4290.5000,0.0000,0.0000,-7.8182,186.0807,6.1226,-37.9424,5.3740,5.1401,8.0441,2.5606,0.0329,8.7365,22.4945,94.9951,7.9000,7.6308,5.8894,77.4350,0.0000,21.0997
Shale,4291.0000,0.0000,0.0000,-8.3209,202.2120,5.9553,-37.6007,4.9453,4.7155,8.0445,2.5675,0.0376,8.3357,22.9487,92.6227,7.9071,7.0877,5.5449,79.3900,0.0000,22.4824
Shale,4291.5000,0.0000,0.0000,-9.9656,219.8295,5.8377,-37.2854,4.5490,4.3807,8.0445,2.5747,0.0416,7.9117,23.9156,91.2132,7.9072,6.5500,5.0524,80.8907,0.0000,23.5436
Shale,4292.0000,0.0000,0.0000,-11.8243,236.6332,5.6716,-37.0082,4.2259,4.1342,8.0458,2.5775,0.0440,7.7472,25.1467,90.7722,7.9059,5.9271,4.7628,81.9726,0.0000,24.3088
Shale,4292.5000,0.0000,0.0000,-13.4627,250.8090,5.5326,-36.7843,3.9871,3.9650,8.0465,2.5761,0.0461,7.8331,25.7926,90.5086,7.9058,5.5335,4.6998,82.7126,0.0000,24.8321
Shale,4293.0000,0.0000,0.0000,-14.8792,261.7947,5.5049,-36.6275,3.8198,3.8552,8.0467,2.5732,0.0496,7.9983,25.4983,91.0716,7.9068,5.6127,4.6540,83.1814,0.0000,25.1637
Shale,4293.5000,0.0000,0.0000,-16.2114,270.2770,5.5598,-36.5458,3.6999,3.7821,8.0479,2.5710,0.0541,8.1314,25.2666,90.4595,7.9061,5.4596,4.5881,83.4646,0.0000,25.3639
Shale,4294.0000,0.0000,0.0000,-17.4926,277.2452,5.6500,-36.5431,3.6069,3.7225,8.0529,2.5693,0.0579,8.2291,25.4172,88.8459,7.9065,5.4774,4.5961,83.6763,0.0000,25.5137
Shale,4294.5000,0.0000,0.0000,-18.6383,283.4415,5.7257,-36.6267,3.5281,3.6579,8.0606,2.5679,0.0600,8.3112,25.1241,87.9792,7.9061,5.5620,4.5222,83.9368,0.0000,25.6979
Shale,4295.0000,0.0000,0.0000,-19.4941,289.0633,5.7628,-36.8203,3.4595,3.5816,8.0776,2.5660,0.0613,8.4188,24.5949,89.0274,7.9061,5.5552,4.4323,84.3319,0.0000,25.9773
Shale,4295.5000,0.0000,0.0000,-19.8508,293.2577,5.7498,-37.1781,3.4100,3.5030,8.0910,2.5621,0.0632,8.6483,24.7372,92.7885,7.9076,5.3978,4.3728,84.8569,0.0000,26.3486
Shale,4296.0000,0.0000,0.0000,-19.6550,294.1745,5.6586,-37.7887,3.3993,3.4492,8.0938,2.5554,0.0660,9.0386,25.2187,95.9114,7.9081,5.0409,4.1343,85.3299,0.0000,26.6831
Shale,4296.5000,0.0000,0.0000,-19.7294,289.8194,5.4457,-38.7561,3.4504,3.4625,8.0937,2.5495,0.0702,9.3862,24.3379,95.5745,7.9083,4.5987,3.7457,85.2982,0.0000,26.6607
Shale,4297.0000,0.0000,0.0000,-22.5776,278.8886,5.1956,-40.1605,3.5857,3.5988,8.0934,2.5516,0.0759,9.2620,21.9589,92.3517,7.9117,4.2746,3.4762,84.0750,0.0000,25.7956
Shale,4297.5000,0.0000,0.0000,-30.6906,261.5822,5.2388,-42.0193,3.8229,3.9248,8.0786,2.5675,0.0814,8.3318,18.9670,86.0312,7.9107,4.1532,4.5470,81.0895,0.0000,23.6843
Limestones,4298.0000,0.0000,0.0000,-42.2911,240.1080,7.4995,-44.2759,4.1648,4.5160,8.0266,2.5950,0.0818,6.7231,13.3692,74.6201,7.8868,8.9664,12.0531,76.3892,0.0000,20.3601
Limestones,4298.5000,0.0000,0.0000,-52.6180,217.2048,17.0968,-46.8281,4.6039,5.4453,7.9616,2.6241,0.0731,5.0249,9.0878,59.0044,7.8571,27.8716,27.9057,70.7966,0.0000,16.4049
Limestones,4299.0000,0.0000,0.0000,-58.5628,193.9975,29.1726,-49.5839,5.1547,6.7612,7.9098,2.6437,0.0567,3.8789,6.8875,45.8954,7.8458,46.4921,34.8366,65.5133,0.0000,12.6685
Limestones,4299.5000,0.0000,0.0000,-59.7419,170.0590,29.8350,-52.5102,5.8803,8.4727,7.8944,2.6501,0.0394,3.5038,6.1059,40.9050,7.8438,41.4526,28.8536,61.4850,1.0000,9.8197
Limestones,4300.0000,0.0000,0.0000,-57.7299,145.0492,27.9521,-55.6358,6.8942,10.5667,7.8924,2.6486,0.0277,3.5931,6.1219,43.4913,7.8431,37.8933,27.5497,58.9801,0.0000,8.0482
Limestones,4300.5000,0.0000,0.0000,-54.9331,120.5077,29.7725,-59.0004,8.2982,13.0021,7.8924,2.6464,0.0247,3.7196,6.4444,48.1928,7.8414,40.6162,29.4484,57.6523,0.0000,7.1091
Limestones,4301.0000,0.0000,0.0000,-53.1450,99.6260,36.4784,-62.5786,10.0375,15.5880,7.8932,2.6457,0.0295,3.7595,6.8810,48.7282,7.8292,44.2739,29.9577,56.9713,0.0000,6.6275
Limestones,4301.5000,0.0000,0.0000,-52.7018,84.4774,45.3943,-66.2331,11.8375,17.8810,7.8950,2.6442,0.0385,3.8458,7.2720,46.1585,7.7963,27.7571,20.7487,56.5854,0.0000,6.3546
Limestones,4302.0000,0.0000,0.0000,-52.9501,74.8622,56.0251,-69.7309,13.3579,19.4106,7.8983,2.6410,0.0482,4.0348,7.3684,46.3410,7.7611,11.8742,13.6635,56.3594,0.0000,6.1948
Limestones,4302.5000,0.0000,0.0000,-53.0089,69.2481,60.8179,-72.8142,14.4408,20.0828,7.9028,2.6383,0.0563,4.1926,7.1407,49.8246,7.7484,7.6733,11.8265,56.2501,0.0000,6.1175
Limestones,4303.0000,0.0000,0.0000,-52.1586,65.7454,60.2224,-75.2746,15.2102,20.1926,7.9124,2.6382,0.0614,4.1989,6.8996,50.5889,7.7475,7.1899,11.7535,56.2286,0.0000,6.1023
Limestones,4303.5000,0.0000,0.0000,-50.1008,62.7860,59.6004,-76.9856,15.9271,20.1185,7.9185,2.6395,0.0632,4.1241,6.9088,46.2669,7.7481,7.6269,12.0359,56.2607,0.0000,6.1250
Limestones,4304.0000,0.0000,0.0000,-47.0115,59.5214,53.9617,-77.8847,16.8007,20.1425,7.9205,2.6398,0.0634,4.1081,6.9338,41.7361,7.7494,8.5422,12.1622,56.2962,0.0000,6.1500
Limestones,4304.5000,0.0000,0.0000,-43.1183,55.7600,53.4635,-77.9344,17.9340,20.4488,7.9205,2.6403,0.0647,4.0778,6.4841,40.7558,7.7526,8.5604,12.2443,56.2723,0.0000,6.1332
Limestones,4305.0000,0.0000,0.0000,-38.2526,51.6708,56.2891,-77.1038,19.3533,21.1767,7.9168,2.6459,0.0675,3.7495,5.7313,41.8128,7.7640,9.6269,14.4682,56.1387,0.0000,6.0387
Limestones,4305.5000,0.0000,0.0000,-32.2492,47.6407,49.1833,-75.3899,20.9904,22.4584,7.9240,2.6590,0.0690,2.9814,5.1432,41.8878,7.8000,23.0739,26.5150,55.8869,0.0000,5.8606
Limestones,4306.0000,0.0000,0.0000,-25.9260,44.3396,42.3603,-72.8580,22.5532,24.3633,7.9489,2.6758,0.0658,2.0025,4.7371,42.6746,7.8496,48.6184,39.6345,55.5704,0.0000,5.6368
Limestones,4306.5000,0.0000,0.0000,-21.4762,42.8716,35.9788,-69.6625,23.3255,26.5828,7.9907,2.6884,0.0570,1.2636,4.4463,46.9066,7.8724,55.5313,41.3698,55.3103,0.0000,5.4528
Limestones,4307.0000,0.0000,0.0000,-21.1956,44.5344,36.6444,-66.0250,22.4545,27.8019,8.0176,2.6909,0.0448,1.1145,4.4060,51.8039,7.8748,55.6809,40.6417,55.3139,0.0000,5.4554
Limestones,4307.5000,0.0000,0.0000,-25.4528,50.4597,37.9957,-62.1879,19.8178,25.8802,8.0200,2.6815,0.0331,1.6690,4.8866,56.1608,7.8750,50.2770,37.1008,55.9289,0.0000,5.8903
Limestones,4308.0000,0.0000,0.0000,-32.1904,61.5965,38.9931,-58.3793,16.2347,20.6585,8.0126,2.6606,0.0260,2.8871,6.3071,63.0249,7.8744,51.7234,40.8228,57.6313,0.0000,7.0943
Limestones,4308.5000,0.0000,0.0000,-37.5497,77.6347,42.7322,-54.8094,12.8808,14.8984,8.0038,2.6325,0.0280,4.5319,8.8109,77.2207,7.8751,59.6954,42.9933,60.7890,0.0000,9.3274
Limestones,4309.0000,1.0000,0.0000,-37.8747,96.5558,32.1009,-51.6795,10.3567,10.5808,8.0065,2.6049,0.0411,6.1460,12.2940,103.1812,7.8814,40.4144,23.3892,65.3337,0.0000,12.5415
Limestones,4309.5000,0.0000,0.0000,-32.1240,117.3124,13.7000,-49.1687,8.5242,7.8091,8.0329,2.5825,0.0624,7.4588,17.9252,128.9203,7.8854,14.0447,7.8794,70.6911,0.0000,16.3303
Shale,4310.0000,0.0000,0.0000,-22.3454,140.8342,6.7636,-47.3871,7.1005,6.0836,8.0739,2.5623,0.0866,8.6393,22.2709,137.1530,7.8771,7.5629,5.1230,76.0266,0.0000,20.1037
Shale,4310.5000,0.0000,0.0000,-13.0847,167.8351,6.0223,-46.3282,5.9582,4.9801,8.0849,2.5398,0.1118,9.9506,25.2088,132.7013,7.8772,7.4163,4.5769,80.6355,0.0000,23.3632
Shale,4311.0000,0.0000,0.0000,-8.8028,198.1815,5.4405,-45.8638,5.0459,4.2470,8.0860,2.5141,0.1392,11.4533,26.0627,126.6479,7.8983,5.2587,3.3985,84.3121,0.0000,25.9633
Shale,4311.5000,0.0000,0.0000,-9.5735,230.4711,5.2878,-45.7953,4.3389,3.7557,8.1051,2.4875,0.1686,13.0141,26.2740,119.8336,7.9292,4.4203,3.0420,87.3160,0.0000,28.0877
Shale,4312.0000,0.0000,0.0000,-13.1883,259.7051,5.4064,-45.9359,3.8505,3.4442,8.1224,2.4660,0.1981,14.2671,26.2381,114.5662,8.0403,4.0082,2.7189,89.7920,0.0000,29.8387
Shale,4312.5000,0.0000,0.0000,-22.1533,278.6459,4.7217,-46.1725,3.5888,3.2852,8.2000,2.4579,0.2234,14.7416,24.9192,112.1434,8.2121,2.5840,2.1956,91.2346,0.0000,30.8590
Shale,4313.0000,0.0000,0.0000,-42.2937,282.7544,4.1265,-46.4748,3.5366,3.2821,8.3792,2.4676,0.2368,14.1748,21.4707,109.9367,8.2138,2.2255,2.1703,90.5768,0.0000,30.3938
Shale,4313.5000,0.0000,0.0000,-68.6139,272.1378,4.7272,-46.8503,3.6746,3.4752,8.4639,2.4948,0.2308,12.5856,14.7618,110.4405,8.0971,4.6638,6.2602,86.8896,0.0000,27.7861
Limestones,4314.0000,0.0000,0.0000,-90.9432,251.6486,17.9983,-47.2801,3.9738,3.9449,8.3931,2.5352,0.2017,10.2241,8.7856,112.6979,7.9657,28.8282,37.5543,80.2527,0.0000,23.0924
Limestones,4314.5000,0.0000,0.0000,-104.8759,228.1298,71.8623,-47.6827,4.3835,4.8097,8.2111,2.5803,0.1531,7.5845,5.8573,108.9643,7.8692,88.0168,103.9079,72.0608,2.0000,17.2990
Limestones,4315.0000,0.0000,0.0000,-109.5346,204.7666,127.3331,-47.9366,4.8836,6.2040,8.0148,2.6189,0.0980,5.3284,4.6697,98.6623,7.8481,126.9109,140.5271,64.4169,0.0000,11.8931
Limestones,4315.5000,0.0000,0.0000,-105.1192,181.5225,106.7169,-47.9471,5.5090,8.1681,7.9587,2.6407,0.0530,4.0520,4.5561,84.7664,7.8470,120.7260,109.3152,59.1260,0.0000,8.1513
Limestones,4316.0000,0.0000,0.0000,-92.7506,159.0892,63.3971,-47.7109,6.2858,10.3357,7.9767,2.6404,0.0269,4.0726,5.2266,69.7457,7.8442,84.9740,63.7713,57.0293,0.0000,6.6685
Limestones,4316.5000,0.0000,0.0000,-74.4876,139.5951,42.0736,-47.3296,7.1636,11.6222,7.9918,2.6178,0.0190,5.3922,6.7318,62.0025,7.8329,57.1435,37.4622,58.0309,0.0000,7.3769
Limestones,4317.0000,0.0000,0.0000,-53.4864,127.0982,21.9783,-46.9676,7.8679,11.0652,7.9958,2.5805,0.0282,7.5723,8.7215,66.7025,7.8233,34.0022,18.8668,61.5220,0.0000,9.8458
Limestones,4317.5000,0.0000,0.0000,-33.5767,126.3311,11.9519,-46.7828,7.9157,9.2605,8.0045,2.5452,0.0540,9.6391,10.5856,74.6459,7.8414,24.8504,12.9134,66.5900,0.0000,13.4300
Limestones,4318.0000,0.0000,0.0000,-17.4163,138.3961,7.7377,-46.8670,7.2256,7.4184,8.0426,2.5263,0.0877,10.7455,13.2458,78.8697,7.9236,15.3894,6.9421,72.0310,0.0000,17.2779
Limestones,4318.5000,0.0000,0.0000,-6.2345,159.4574,4.8586,-47.2105,6.2713,6.0518,8.1446,2.5231,0.1114,10.9305,18.2822,82.3838,7.9944,5.0928,3.8161,76.6436,0.0000,20.5400
Limestones,4319.0000,0.0000,0.0000,-0.8964,183.5270,4.3845,-47.6926,5.4488,5.1495,8.2399,2.5244,0.1124,10.8530,21.2336,86.5819,7.9464,4.9254,4.2676,79.6887,0.0000,22.6935
Limestones,4319.5000,0.0000,0.0000,-0.7267,205.6017,4.6916,-48.1008,4.8638,4.5838,8.1697,2.5220,0.0942,10.9939,21.8392,89.3678,7.9087,6.4386,4.5884,81.0631,0.0000,23.6656
Shale,4320.0000,0.0000,0.0000,-3.2183,222.9157,4.8353,-48.1953,4.4860,4.2609,8.0373,2.5175,0.0723,11.2576,20.6617,90.5213,7.9044,7.4217,4.6005,81.1084,0.0000,23.6976
Shale,4320.5000,0.0000,0.0000,-6.4715,233.9520,4.8521,-47.8028,4.2744,4.1368,7.9985,2.5178,0.0587,11.2376,19.0283,92.5487,7.9035,6.9224,4.6081,80.2423,0.0000,23.0851
Shale,4321.0000,0.0000,0.0000,-10.0472,237.6320,4.8958,-46.8948,4.2082,4.1915,7.9961,2.5275,0.0543,10.6728,18.1619,93.8119,7.9020,6.1505,4.7597,78.7336,0.0000,22.0181
Shale,4321.5000,0.0000,0.0000,-13.8439,234.8677,5.5274,-45.5979,4.2577,4.3947,7.9959,2.5455,0.0541,9.6205,18.1242,90.2259,7.8996,6.9774,5.9879,76.8056,0.0000,20.6546
Shale,4322.0000,0.0000,0.0000,-17.0741,228.8973,7.2459,-44.1306,4.3688,4.6804,7.9964,2.5647,0.0531,8.4942,18.0282,82.4933,7.9015,9.1696,7.9798,74.8175,0.0000,19.2486
Shale,4322.5000,0.0000,0.0000,-18.6546,222.9198,8.3692,-42.7132,4.4859,4.9490,7.9976,2.5742,0.0496,7.9398,17.9233,76.1260,7.9078,9.9730,8.1904,73.2324,0.0000,18.1276
Shale,4323.0000,0.0000,0.0000,-18.1553,218.4919,7.7619,-41.5049,4.5768,5.1096,7.9995,2.5665,0.0469,8.3918,18.5589,74.6836,7.9088,9.4097,7.2541,72.4212,0.0000,17.5539
Shale,4323.5000,0.0000,0.0000,-16.1056,216.0480,6.9397,-40.5889,4.6286,5.1217,8.0101,2.5459,0.0525,9.5984,19.8240,76.4564,7.9081,8.2374,6.5855,72.4938,0.0000,17.6052
Shale,4324.0000,0.0000,0.0000,-13.5540,215.9161,6.4223,-39.9859,4.6314,4.9944,8.0315,2.5264,0.0730,10.7358,21.0631,78.7808,7.9082,6.9235,5.7275,73.3026,0.0000,18.1772
Shale,4324.5000,0.0000,0.0000,-11.4162,218.9014,6.0764,-39.6720,4.5683,4.7651,8.0427,2.5183,0.1048,11.2110,21.8707,79.5592,7.9092,5.8967,4.6065,74.6131,0.0000,19.1040
Shale,4325.0000,0.0000,0.0000,-10.1256,225.8306,5.6907,-39.5908,4.4281,4.4847,8.0442,2.5182,0.1353,11.2183,22.7760,78.1805,7.9110,5.0590,3.9250,76.2480,0.0000,20.2602
Shale,4325.5000,0.0000,0.0000,-9.6477,236.2882,5.3057,-39.6688,4.2321,4.2009,8.0459,2.5161,0.1547,11.3405,24.5079,78.3444,7.9157,3.7684,3.6407,78.0949,0.0000,21.5664
Shale,4326.0000,0.0000,0.0000,-9.8473,249.4624,5.0607,-39.8383,4.0086,3.9418,8.0481,2.5081,0.1650,11.8064,26.6896,82.0479,7.9169,2.9433,3.3213,80.0744,0.0000,22.9664
Shale,4326.5000,0.0000,0.0000,-10.6315,265.3059,4.9293,-40.0640,3.7692,3.7144,8.0244,2.4977,0.1721,12.4137,28.8569,86.0899,7.9176,3.0358,2.9654,82.1569,0.0000,24.4391
Shale,4327.0000,0.0000,0.0000,-11.7053,283.2654,4.7879,-40.3557,3.5303,3.5173,8.0032,2.4861,0.1750,13.0939,31.1874,87.7534,7.9518,2.9799,2.6815,84.3789,0.0000,26.0105
Shale,4327.5000,0.0000,0.0000,-12.5899,301.1848,4.6083,-40.7555,3.3202,3.3491,8.0268,2.4704,0.1705,14.0131,33.1574,88.2071,8.0168,2.7257,2.5726,86.7873,0.0000,27.7138
Shale,4328.0000,0.0000,0.0000,-12.9662,316.2252,4.3763,-41.3048,3.1623,3.2130,8.0581,2.4520,0.1627,15.0878,34.4069,88.3393,8.0620,2.3127,2.2166,89.3183,1.0000,29.5038
Shale,4328.5000,0.0000,0.0000,-12.9194,326.1527,4.1693,-42.0062,3.0660,3.1199,8.0647,2.4384,0.1591,15.8852,34.8568,87.7884,8.1173,1.8317,1.9198,91.6803,0.0000,31.1742
Shale,4329.0000,0.0000,1.0000,-13.0427,329.3408,4.0622,-42.8000,3.0364,3.0892,8.0833,2.4361,0.1604,16.0177,33.2306,84.8727,8.1519,1.7274,1.8742,93.2849,0.0000,32.3090
Shale,4329.5000,0.0000,0.0000,-14.5310,324.5432,3.9658,-43.5680,3.0813,3.1487,8.1413,2.4479,0.1603,15.3285,29.0073,79.5841,8.1559,1.6234,1.8691,93.3263,0.0000,32.3383
Shale,4330.0000,0.0000,0.0000,-18.5588,312.2732,4.0534,-44.1685,3.2023,3.3302,8.2239,2.4738,0.1512,13.8129,25.0268,77.2433,8.1355,1.6664,2.2245,91.1701,0.0000,30.8134
Shale,4330.5000,0.0000,0.0000,-24.5905,296.0145,5.2826,-44.4915,3.3782,3.6525,8.2254,2.5107,0.1300,11.6546,22.6392,76.5083,7.9946,4.2505,4.8233,86.9305,0.0000,27.8151
Shale,4331.0000,0.0000,0.0000,-30.2150,280.2498,8.3776,-44.5048,3.5682,4.0843,8.1033,2.5495,0.1007,9.3857,20.8001,73.8668,7.8838,11.3052,9.3607,81.7256,0.0000,24.1341
Shale,4331.5000,0.0000,0.0000,-33.0596,267.2384,10.9231,-44.2664,3.7420,4.5161,8.0147,2.5758,0.0742,7.8504,19.5811,72.7186,7.8678,14.5518,10.6619,77.2428,0.0000,20.9638
Shale,4332.0000,0.0000,0.0000,-31.9971,256.2097,10.3320,-43.8946,3.9031,4.8079,7.9978,2.5811,0.0644,7.5366,19.4281,75.2427,7.8704,12.6080,9.2758,74.8236,0.0000,19.2529
Shale,4332.5000,0.0000,0.0000,-27.3576,245.4230,8.2182,-43.5180,4.0746,4.8981,8.0101,2.5743,0.0789,7.9342,20.4940,79.9507,7.8733,10.0799,7.1644,74.7281,0.0000,19.1854
Shale,4333.0000,0.0000,0.0000,-20.8908,235.0879,6.6582,-43.2356,4.2537,4.8260,8.1220,2.5691,0.1110,8.2404,22.4910,84.1355,7.8788,7.6939,5.4830,76.1765,0.0000,20.2097
Shale,4333.5000,0.0000,0.0000,-15.1175,228.0643,5.8888,-43.1043,4.3847,4.6615,8.3768,2.5675,0.1442,8.3346,24.4332,85.4591,7.8835,6.2901,4.8669,78.0691,0.0000,21.5481
Shale,4334.0000,0.0000,0.0000,-11.8788,227.4106,5.6426,-43.1500,4.3973,4.4604,8.5839,2.5622,0.1664,8.6409,24.7631,83.6375,7.8913,5.5344,4.5980,79.6659,0.0000,22.6775
